gene_name	gene_discription	foldchange_T24/T0	foldchange_T48/T0
TcIL3000.A.H_000464800.1	RNA pseudouridylate synthase, putative	2	2
TcIL3000.A.H_000523800.1	Mitochondrial carrier protein, putative	2	2
TcIL3000.A.H_000642100.1	D-ala D-ala ligase C-terminus/SET domain containing protein, putative	2	2
TcIL3000.A.H_000699000.1	Sybindin-like family, putative	2	2
TcIL3000.A.H_000868000.1	Cyclin, N-terminal domain containing protein, putative	2	2
TcIL3000.A.H_000991100.1	ATPase family associated with various cellular activities (AAA), putative	2	2
TcIL3000.A.H_001011300.1	Ankyrin repeats (3 copies), putative	2	2
TcIL3000.A.H_000974200.1	hypothetical protein, conserved	2	1.83333
TcIL3000.A.H_000218600.1	translation initiation factor EIF-2b alpha subunit, putative	2	1.75
TcIL3000.A.H_000158900.1	Adenylate and Guanylate cyclase catalytic domain containing protein, putative	2	1.66667
TcIL3000.A.H_000494800.1	telomerase-associated protein, putative	2	1.66667
TcIL3000.A.H_000921200.1	hypothetical protein, conserved	2	1.66667
TcIL3000.A.H_000141300.1	CRAL/TRIO domain containing protein, putative	2	1.6
TcIL3000.A.H_000037900.1	Trypanosomal VSG domain containing protein, putative	2	1.5
TcIL3000.A.H_000351800.1	expression site-associated gene 2 (ESAG2) protein, putative	2	1.5
TcIL3000.A.H_000479800.1	prozyme	2	1.5
TcIL3000.A.H_000652600.1	hypothetical protein, conserved	2	1.5
TcIL3000.A.H_000805000.1	hypothetical protein, conserved	2	1.42857
TcIL3000.A.H_000426700.1	hypothetical protein, conserved	2	1.42105
TcIL3000.A.H_000635200.1	p-nitrophenylphosphatase, putative	2	1.4
TcIL3000.A.H_000264600.1	cell division cycle protein 16 homolog, putative	2	1.33333
TcIL3000.A.H_000655800.1	AMP-binding enzyme, putative	2	1.33333
TcIL3000.A.H_000825700.1	Protein kinase domain/Protein tyrosine kinase/Kinase-like, putative	2	1.33333
TcIL3000.A.H_000414000.1	conserved protein	2	1.2
TcIL3000.A.H_000035000.1	hypothetical protein, conserved	2	1
TcIL3000.A.H_000038200.1	expression site-associated gene (ESAG) protein, putative	2	1
TcIL3000.A.H_000040500.1	retrotransposon hot spot (RHS) protein, putative	2	1
TcIL3000.A.H_000152400.1	hypothetical protein, conserved	2	1
TcIL3000.A.H_000182400:tRNA	unspecified product	2	1
TcIL3000.A.H_000216300.1	Protein Associated with Differentiation, putative	2	1
TcIL3000.A.H_000250800.1	hypothetical protein	2	1
TcIL3000.A.H_000253500.1	cyclophilin-type peptidyl-prolyl cis-trans isomerase, putative	2	1
TcIL3000.A.H_000254400.1	hypothetical protein, conserved	2	1
TcIL3000.A.H_000259000.1	hypothetical protein, conserved	2	1
TcIL3000.A.H_000379100.1	hypothetical protein, conserved	2	1
TcIL3000.A.H_000441300.1	conserved protein	2	1
TcIL3000.A.H_000542600.1	Protein of unknown function (DUF1637), putative	2	1
TcIL3000.A.H_000566800.1	hypothetical protein, conserved	2	1
TcIL3000.A.H_000646900.1	protein kinase, putative	2	1
TcIL3000.A.H_000777900.1	conserved protein	2	1
TcIL3000.A.H_000916800.1	hypothetical protein	2	1
TcIL3000.A.H_000948400.1	hypothetical protein	2	1
TcIL3000.A.H_000961500:snoRNA	unspecified product	2	1
TcIL3000.A.H_000965500:snoRNA	unspecified product	2	1
TcIL3000.A.H_001028600.1	RING-variant domain containing protein, putative	2	1
TcIL3000.A.H_000608600.1	Flagellar Member 3	2	0.875
TcIL3000.A.H_000474300.1	hypothetical protein, conserved	2	0.833333
TcIL3000.A.H_000859900.1	WD domain, G-beta repeat, putative	2	0.8
TcIL3000.A.H_000928500.1	ATG16/SAP18/CVT11/APG16, putative	2	0.8
TcIL3000.A.H_000441000.1	Endonuclease-reverse transcriptase, putative	2	0.571429
TcIL3000.A.H_000076000.1	Trypanosomal VSG domain containing protein, putative	2	0.5
TcIL3000.A.H_000419700.1	hypothetical protein	2	0.5
TcIL3000.A.H_000600100.1	thymidylate kinase, putative	2	0.5
TcIL3000.A.H_000621200.1	transketolase, putative	2	0.5
TcIL3000.A.H_000178100.1	hypothetical protein, conserved	2	0.25
TcIL3000.A.H_000442500.1	hypothetical protein, conserved	2	0.2
TcIL3000.A.H_000635600.1	hypothetical protein, conserved	2	0.2
TcIL3000.A.H_000010400.1	Trypanosomal VSG domain containing protein, putative	2	0
TcIL3000.A.H_000025600.1	hypothetical protein, conserved	2	0
TcIL3000.A.H_000039700.1	Retrotransposon hot spot protein, putative	2	0
TcIL3000.A.H_000060200.1	hypothetical protein, conserved	2	0
TcIL3000.A.H_000064400.1	Adenylate and Guanylate cyclase catalytic domain containing protein, putative	2	0
TcIL3000.A.H_000132500.1	Adenylate and Guanylate cyclase catalytic domain containing protein, putative	2	0
TcIL3000.A.H_000148300.1	hypothetical protein, conserved	2	0
TcIL3000.A.H_000205000.1	thymidine kinase, putative	2	0
TcIL3000.A.H_000205400.1	Core histone H2A/H2B/H3/H4, putative	2	0
TcIL3000.A.H_000287600.1	hypothetical protein, conserved	2	0
TcIL3000.A.H_000294000.1	hypothetical protein	2	0
TcIL3000.A.H_000296000.1	hypothetical protein, conserved	2	0
TcIL3000.A.H_000877000.1	hypothetical protein	2	0
TcIL3000.A.H_000892900.1	variant surface glycoprotein (VSG, atypical), putative	2	0
TcIL3000.A.H_000794700.1	THT2A - glucose transporter, putative	1.96	1.84
TcIL3000.A.H_000340100.1	ABC transporter, putative	1.95455	2.31818
TcIL3000.A.H_000854800.1	hypothetical protein, conserved	1.92857	2.35714
TcIL3000.A.H_000372700.1	hypothetical protein, conserved	1.92857	1.28571
TcIL3000.A.H_000977700.1	2,3-bisphosphoglycerate-independent phosphoglycerate mutase-like protein, putative	1.92308	2.69231
TcIL3000.A.H_000295600.1	fatty acid desaturase, putative	1.92308	1.46154
TcIL3000.A.H_000594400.1	Elongator-like Protein 3b	1.90909	2.63636
TcIL3000.A.H_000871700.1	hypothetical protein, conserved	1.9	4
TcIL3000.A.H_000663900.1	protein phosphatase 2A regulatory subunit, putative	1.9	3.8
TcIL3000.A.H_000946400.1	hypothetical protein, conserved	1.9	2.2
TcIL3000.A.H_000642700.1	hypothetical protein, conserved	1.9	1.8
TcIL3000.A.H_000929400.1	Enriched in surface-labeled proteome protein 7	1.9	1.6
TcIL3000.A.H_000748500.1	SNF-7-like protein, putative	1.9	1
TcIL3000.A.H_000346200.1	hypothetical protein, conserved	1.9	0.9
TcIL3000.A.H_000417000.1	Domain of unknown function (DUF1726)/Helicase/GNAT acetyltransferase 2/Possible tRNA binding domain containing protein, putative	1.89655	2.27586
TcIL3000.A.H_000763200.1	AmmeMemoRadiSam system protein B, putative	1.88889	3.88889
TcIL3000.A.H_000435900.1	hypothetical protein, conserved	1.88889	1.66667
TcIL3000.A.H_000301600.1	Eukaryotic protein of unknown function (DUF846), putative	1.875	2.8125
TcIL3000.A.H_000678400.1	hypothetical protein, conserved	1.875	2.5
TcIL3000.A.H_000739400.1	hypothetical protein, conserved	1.875	2.25
TcIL3000.A.H_000358800.1	hypothetical protein, conserved	1.875	1.875
TcIL3000.A.H_001023400.1	hypothetical protein, conserved	1.875	1.5625
TcIL3000.A.H_000876000.1	WD domain, G-beta repeat, putative	1.875	1.375
TcIL3000.A.H_000374800.1	hypothetical protein, conserved	1.875	1.25
TcIL3000.A.H_000655000.1	DNA polymerase beta thumb, putative	1.875	0.75
TcIL3000.A.H_000456600.1	LMBR1-like membrane protein, putative	1.86957	1.52174
TcIL3000.A.H_000424300.1	Protein of unknown function, putative	1.86667	1.73333
TcIL3000.A.H_000383400.1	Amastin surface glycoprotein, putative	1.86364	1.59091
TcIL3000.A.H_000899200.1	hypothetical protein, conserved	1.85714	2.85714
TcIL3000.A.H_000698900.1	SpoU rRNA Methylase family, putative	1.85714	2.78571
TcIL3000.A.H_000174500.1	retrotransposon hot spot (RHS) protein, putative	1.85714	2.42857
TcIL3000.A.H_000840000.1	aconitase	1.85714	2.07143
TcIL3000.A.H_000085900.1	retrotransposon hot spot (RHS) protein, putative	1.85714	2
TcIL3000.A.H_000358700.1	actin, putative	1.85714	2
TcIL3000.A.H_000759000.1	ribonuclease HII, putative	1.85714	1.35714
TcIL3000.A.H_000583100.1	hypothetical protein, conserved	1.85714	1.28571
TcIL3000.A.H_000653700.1	thioredoxin	1.85714	0.857143
TcIL3000.A.H_000333200.1	Nucleoporin	1.85185	1.85185
TcIL3000.A.H_000576600.1	ubiquitin-protein ligase, putative	1.84848	2.36364
TcIL3000.A.H_000770100.1	ras-like small GTPase, putative	1.83333	3.66667
TcIL3000.A.H_000536100.1	hypothetical protein, conserved	1.83333	3.16667
TcIL3000.A.H_000442300.1	hypothetical protein, conserved	1.83333	2.91667
TcIL3000.A.H_000885800.1	hypothetical protein, conserved	1.83333	2.66667
TcIL3000.A.H_000319200.1	mitochondrial RNA binding complex 1 subunit	1.83333	1.5
TcIL3000.A.H_000063800.1	Trypanosomal VSG domain containing protein, putative	1.83333	1
TcIL3000.A.H_000016800.1	Type IIB DNA topoisomerase, putative	1.83333	0.833333
TcIL3000.A.H_000463500.1	vacuolar assembly protein vps41, putative	1.81818	3
TcIL3000.A.H_001016100.1	hypothetical protein, conserved	1.81818	2.63636
TcIL3000.A.H_000383800.1	protein phoshatase 1, putative	1.81818	1.72727
TcIL3000.A.H_000972700.1	exosome-associated protein 4	1.81818	1.27273
TcIL3000.A.H_000381900.1	hypothetical protein, conserved	1.81818	0.818182
TcIL3000.A.H_000914800.1	DNA replication licensing factor MCM5, putative	1.8125	0.75
TcIL3000.A.H_000974100.1	hypothetical protein, conserved	1.8	4.8
TcIL3000.A.H_000772300.1	hypothetical protein, conserved	1.8	3.9
TcIL3000.A.H_000687400.1	Bem46-like serine peptidase	1.8	3.6
TcIL3000.A.H_000381800.1	N2227-like protein, putative	1.8	2.8
TcIL3000.A.H_000419400.1	hypothetical protein	1.8	2.8
TcIL3000.A.H_000720300.1	Enriched in surface-labeled proteome protein 6	1.8	2.4
TcIL3000.A.H_000727100.1	histone deacetylase 1	1.8	2.4
TcIL3000.A.H_000049200.1	retrotransposon hot spot (RHS) protein, putative	1.8	1.7
TcIL3000.A.H_000973300.1	glucosamine 6-phosphate n-acetyltransferase	1.8	1.6
TcIL3000.A.H_000973700.1	hypothetical protein, conserved	1.8	1.6
TcIL3000.A.H_000015400.1	hypothetical protein, conserved	1.8	1.2
TcIL3000.A.H_000527000.1	hypothetical protein, conserved	1.8	1.2
TcIL3000.A.H_000868100.1	Skp1 family, dimerisation domain containing protein, putative	1.8	1.2
TcIL3000.A.H_000055200.1	retrotransposon hot spot (RHS) protein, putative	1.8	0.4
TcIL3000.A.H_000353900.1	hypothetical protein, conserved	1.79167	1.41667
TcIL3000.A.H_000405000.1	GAF domain/TIP41-like family, putative	1.78571	1.92857
TcIL3000.A.H_000354800.1	Replication factor-A C terminal domain containing protein, putative	1.78571	1.07143
TcIL3000.A.H_000478000.1	hypothetical protein, conserved	1.78261	1
TcIL3000.A.H_000751100.1	TFIIF-stimulated CTD phosphatase, putative	1.77778	2.72222
TcIL3000.A.H_000325600.1	chaperone protein DNAj, putative	1.77778	1.61111
TcIL3000.A.H_000274900.1	conserved protein, unknown function	1.77778	1.55556
TcIL3000.A.H_000298900.1	chaperone protein DNAj, putative	1.77778	0.444444
TcIL3000.A.H_000726000.1	proteasome regulatory non-ATP-ase subunit 5	1.77419	1.51613
TcIL3000.A.H_000321400.1	Protein kinase domain containing protein, putative	1.77273	1.45455
TcIL3000.A.H_000911700.1	ubiquitin carboxyl-terminal hydrolase, putative	1.76923	2.07692
TcIL3000.A.H_000700300.1	btb/poz domain containing protein, putative	1.76923	1.84615
TcIL3000.A.H_000522400.1	ras-like small GTPase, putative	1.7619	1.04762
TcIL3000.A.H_000592000.1	hypothetical protein, conserved	1.75	5.75
TcIL3000.A.H_000503600.1	HIRA-interacting protein 5, putative	1.75	5
TcIL3000.A.H_000920300.1	tatD related deoxyribonuclease, putative	1.75	3.75
TcIL3000.A.H_000495800.1	dynein heavy chain, putative	1.75	3.5
TcIL3000.A.H_000733800.1	Ubiquitin family, putative	1.75	3.33333
TcIL3000.A.H_000926300.1	mRNA cap guanine-N7 methyltransferase, putative	1.75	3.25
TcIL3000.A.H_000886600.1	recombinase rad51, putative	1.75	3
TcIL3000.A.H_000694400.1	leucine-rich repeat protein (LRRP), putative	1.75	2.75
TcIL3000.A.H_000853700.1	hypothetical protein, conserved	1.75	2.75
TcIL3000.A.H_000568400.1	centrin, putative	1.75	2.625
TcIL3000.A.H_000586000.1	hypothetical protein, conserved	1.75	2.58333
TcIL3000.A.H_000205800.1	hypothetical protein, conserved	1.75	2.5
TcIL3000.A.H_000569700.1	hypothetical protein	1.75	2.5
TcIL3000.A.H_000733500.1	NADPH:adrenodoxin oxidoreductase, mitochondrial, putative	1.75	2.5
TcIL3000.A.H_000952900.1	hypothetical protein, conserved	1.75	2.5
TcIL3000.A.H_000265000.1	PRP19-like protein, putative	1.75	2.25
TcIL3000.A.H_000317800.1	alpha-tubulin N-acetyltransferase, putative	1.75	2.16667
TcIL3000.A.H_000314700.1	small nuclear RNA (snRNA) U1	1.75	2
TcIL3000.A.H_000846600.1	mitochondrial carrier protein	1.75	1.5625
TcIL3000.A.H_000342600.1	hypothetical protein, conserved	1.75	1.5
TcIL3000.A.H_000926000.1	protein kinase, putative	1.75	1.5
TcIL3000.A.H_000973200.1	hypothetical protein	1.75	1.5
TcIL3000.A.H_001015900.1	coatomer subunit epsilon	1.75	1.46429
TcIL3000.A.H_000440600.1	hypothetical protein, conserved	1.75	1.25
TcIL3000.A.H_000538700.1	hypothetical protein, conserved	1.75	1.16667
TcIL3000.A.H_000444600.1	Reverse transcriptase (RNA-dependent DNA polymerase), putative	1.75	1
TcIL3000.A.H_000943800.1	zinc finger protein family member, putative	1.75	0.875
TcIL3000.A.H_000117700.1	retrotransposon hot spot (RHS) protein, putative	1.75	0.625
TcIL3000.A.H_000963800:snoRNA	unspecified product	1.75	0.5
TcIL3000.A.H_000595100.1	Inositol hexakisphosphate, putative	1.75	0.375
TcIL3000.A.H_000279200.1	transmembrane protein, conserved	1.73913	1.52174
TcIL3000.A.H_000942500.1	Choline/Carnitine o-acyltransferase, putative	1.73333	1.8
TcIL3000.A.H_000797500.1	hypothetical protein, conserved	1.72727	2.72727
TcIL3000.A.H_000595500.1	Ring finger domain containing protein, putative	1.72727	2.18182
TcIL3000.A.H_000467700.1	hypothetical protein	1.72727	1.45455
TcIL3000.A.H_000037200.1	retrotransposon hot spot (RHS) protein, putative	1.72727	1.27273
TcIL3000.A.H_000299800.1	enoyl-CoA hydratase/Enoyl-CoA isomerase/3-hydroxyacyl-CoA dehydrogenase, putative	1.72727	1.09091
TcIL3000.A.H_000360400.1	hypothetical protein, conserved	1.72222	1.61111
TcIL3000.A.H_000952600.1	ADP-ribosylation factor GTPase activating protein, putative	1.71875	1.59375
TcIL3000.A.H_000526300.1	hypothetical protein, conserved	1.71429	2.85714
TcIL3000.A.H_000967000.1	Cornichon protein, putative	1.71429	2.85714
TcIL3000.A.H_000706100.1	hypothetical protein, conserved	1.71429	2.71429
TcIL3000.A.H_000589500.1	Putative S-adenosyl-L-methionine-dependent methyltransferase, putative	1.71429	2.14286
TcIL3000.A.H_000233600.1	tubulin-specific chaperone, putative	1.71429	1.71429
TcIL3000.A.H_000551200.1	hypothetical protein, conserved	1.71429	1.57143
TcIL3000.A.H_000207700.1	class I transcription factor A, subunit 6	1.71429	1.42857
TcIL3000.A.H_000416000.1	membrane transporter protein, putative	1.71429	1.14286
TcIL3000.A.H_000468700.1	GPI alpha-mannosyltransferase I	1.71429	1.14286
TcIL3000.A.H_000595000.1	palmitoyl acyltransferase 12, putative	1.71429	0.428571
TcIL3000.A.H_000015800.1	ATP-dependent DEAD/H RNA helicase, putative	1.70833	1.08333
TcIL3000.A.H_000526600.1	Enriched in surface-labeled proteome protein 12	1.7	2
TcIL3000.A.H_000359300.1	inositol-pentakisphosphate 2-kinase, putative	1.7	1.6
TcIL3000.A.H_000592600.1	S-adenosyl-methyltransferase mraW-like protein, putative	1.7	1.4
TcIL3000.A.H_000637400.1	Adenylate and Guanylate cyclase catalytic domain containing protein, putative	1.7	1.4
TcIL3000.A.H_000599500.1	hypothetical protein, conserved	1.7	1.2
TcIL3000.A.H_000504600.1	zinc finger protein, putative	1.7	0.6
TcIL3000.A.H_000554700.1	COG4 transport protein, putative	1.69565	1.91304
TcIL3000.A.H_001002900.1	hypothetical protein, conserved	1.69231	2.07692
TcIL3000.A.H_000880500.1	hypothetical protein, conserved	1.6875	1.5
TcIL3000.A.H_000998600.1	hypothetical protein, conserved	1.68182	1.36364
TcIL3000.A.H_000666200.1	adenylosuccinate lyase, putative	1.68	1.68
TcIL3000.A.H_000733000.1	Rtr1/RPAP2 family, putative	1.66667	5.83333
TcIL3000.A.H_000884100.1	hypothetical protein, conserved	1.66667	3.66667
TcIL3000.A.H_000524600.1	protein phosphatase 2C, putative	1.66667	3.33333
TcIL3000.A.H_000582000.1	hypothetical protein, conserved	1.66667	3.16667
TcIL3000.A.H_000936000.1	predicted WD40 repeat protein	1.66667	3.16667
TcIL3000.A.H_000055400.1	hypothetical protein, conserved	1.66667	3
TcIL3000.A.H_000840500.1	tubulin-specific chaperone, putative	1.66667	3
TcIL3000.A.H_000636400.1	Adenylate and Guanylate cyclase catalytic domain containing protein, putative	1.66667	2.83333
TcIL3000.A.H_000391300.1	UDP-Gal or UDP-GlcNAc-dependent glycosyltransferase, putative	1.66667	2.66667
TcIL3000.A.H_000861000.1	retrotransposon hot spot (RHS) protein, putative	1.66667	2.66667
TcIL3000.A.H_001032300.1	Protein of unknown function (DUF2638), putative	1.66667	2.66667
TcIL3000.A.H_000375700.1	Hydroxymethylglutaryl-CoA lyase, mitochondrial, putative	1.66667	2.58333
TcIL3000.A.H_000469500.1	protein kinase, putative	1.66667	2.33333
TcIL3000.A.H_000950300.1	helicase-like protein	1.66667	2.16667
TcIL3000.A.H_000294300.1	hypothetical protein, conserved	1.66667	2
TcIL3000.A.H_000931900.1	neurobeachin/beige protein, putative	1.66667	1.88889
TcIL3000.A.H_000293300.1	hypothetical protein, conserved	1.66667	1.83333
TcIL3000.A.H_000766400.1	Proteophosphoglycan, putative	1.66667	1.83333
TcIL3000.A.H_000890000.1	HIT zinc finger, putative	1.66667	1.83333
TcIL3000.A.H_000286700.1	COG4 transport protein, putative	1.66667	1.77778
TcIL3000.A.H_000011600.1	hypothetical protein, conserved	1.66667	1.66667
TcIL3000.A.H_000400000.1	Protein kinase domain/Protein tyrosine kinase/Phosphotransferase enzyme family, putative	1.66667	1.66667
TcIL3000.A.H_000871500.1	Vasohibin, putative	1.66667	1.66667
TcIL3000.A.H_000250300.1	hypothetical protein, conserved	1.66667	1.5
TcIL3000.A.H_000990000.1	hypothetical protein, conserved	1.66667	1.5
TcIL3000.A.H_000225500.1	hypothetical protein, conserved	1.66667	1.16667
TcIL3000.A.H_000463400.1	hypothetical protein, conserved	1.66667	1.16667
TcIL3000.A.H_000405500.1	protoheme IX farnesyltransferase, putative	1.66667	1.11111
TcIL3000.A.H_000125400.1	retrotransposon hot spot (RHS) protein, putative	1.66667	1
TcIL3000.A.H_000498400.1	hypothetical protein, conserved	1.66667	1
TcIL3000.A.H_001027700.1	DNA replication licensing factor MCM7, putative	1.66667	0.833333
TcIL3000.A.H_000288400.1	hypothetical protein	1.66667	0.666667
TcIL3000.A.H_000298000.1	ubiquitin-conjugating enzyme, putative	1.66667	0.666667
TcIL3000.A.H_000940200.1	Domain of unknown function (DUF4539), putative	1.66667	0.333333
TcIL3000.A.H_000194000.1	hypothetical protein, conserved	1.66667	0
TcIL3000.A.H_000688800.1	predicted WD40 repeat protein	1.65517	1.2069
TcIL3000.A.H_000919100.1	phosphoinositide-specific phospholipase C, putative	1.65	1.9
TcIL3000.A.H_000888500.1	UDP-galactose 4-epimerase	1.64706	1.88235
TcIL3000.A.H_000939900.1	hypothetical protein, conserved	1.64286	1.92857
TcIL3000.A.H_000894200.1	T-complex protein 10 C-terminus, putative	1.64286	1.57143
TcIL3000.A.H_000661400.1	Eukaryotic translation initiation factor 4 gamma type 2	1.64286	1.5
TcIL3000.A.H_000688200.1	Chromosome passenger complex (CPC) protein INCENP N terminal, putative	1.64286	0.928571
TcIL3000.A.H_001035300.1	ABC transporter of the mitochondrion, putative	1.63636	2.09091
TcIL3000.A.H_000305600.1	transcription initiation protein, putative	1.63636	1.86364
TcIL3000.A.H_000766300.1	hypothetical protein, conserved	1.63636	1.81818
TcIL3000.A.H_000821400.1	calcium-transporting ATPase, putative	1.63636	1.63636
TcIL3000.A.H_000601900.1	class I transcription factor A, subunit 5a	1.63636	0.909091
TcIL3000.A.H_000634400.1	adrenodoxin precursor, putative	1.63636	0.909091
TcIL3000.A.H_000373900.1	eukaryotic translation initiation factor 2-alpha kinase, putative	1.63636	0.727273
TcIL3000.A.H_000843900.1	hypothetical protein, conserved	1.625	2
TcIL3000.A.H_000749900.1	hypothetical protein, conserved	1.625	1.70833
TcIL3000.A.H_000013400.1	invariant surface glycoprotein, putative	1.625	1.5
TcIL3000.A.H_001010800.1	hypothetical protein	1.625	1.5
